Tue Aug 10 16:31:22 2021    stocks_complexity.py.stats

         500363111 function calls (493977509 primitive calls) in 5726.525 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 _writer.py:231(write_header)
        1    0.000    0.000    0.000    0.000 series.py:67(Series)
        4    0.000    0.000    0.000    0.000 stylesheet.py:106(_merge_named_styles)
        7    0.000    0.000    0.000    0.000 rrule.py:1116(__init__)
        2    0.000    0.000    0.000    0.000 converter.py:317(axisinfo)
        8    0.000    0.000    0.000    0.000 core.py:8103(getdoc)
        4    0.000    0.000    0.000    0.000 spines.py:294(set_position)
        2    0.000    0.000    0.000    0.000 _read_only.py:53(_get_source)
        2    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
      309    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
       48    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        1    0.000    0.000    0.000    0.000 __init__.py:4577(<listcomp>)
       50    0.000    0.000    0.000    0.000 weakref.py:192(get)
       48    0.000    0.000    0.000    0.000 config.py:707(config_prefix)
        2    0.000    0.000    0.000    0.000 generic.py:146(pinner)
       16    0.000    0.000    0.000    0.000 config.py:807(is_one_of_factory)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1777(get)
        2    0.000    0.000    0.000    0.000 __init__.py:2237(wm_withdraw)
        1    0.000    0.000    0.000    0.000 fill.py:383(BlipFillProperties)
       17    0.000    0.000    0.000    0.000 manifest.py:69(__init__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4672(__init__)
        1    0.000    0.000    0.000    0.000 array.py:223(SparseArray)
        5    0.000    0.000    0.000    0.000 c_parser_wrapper.py:200(_set_noconvert_columns)
        9    0.000    0.000    0.000    0.000 core.py:26(to_tree)
        1    0.000    0.000    0.000    0.000 _base.py:795(_set_lim_and_transforms)
        1    0.000    0.000    0.000    0.000 backend_managers.py:34(ToolManager)
        1    0.000    0.000    0.000    0.000 transforms.py:1375(contains_branch_seperately)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1057(resource_path)
       64    0.000    0.000    0.000    0.000 string_.py:189(__repr__)
       48    0.000    0.000    0.000    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 ImageFile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 pagebreak.py:35(RowBreak)
        1    0.000    0.000    0.000    0.000 protection.py:24(WorkbookProtection)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1288(addParseAction)
        8    0.000    0.000    0.000    0.000 _methods.py:91(_clip_dep_is_scalar_nan)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4278(__str__)
       18    0.000    0.000    0.000    0.000 offsetbox.py:318(get_visible_children)
        1    0.000    0.000    0.000    0.000 line.py:83(LineProperties)
        1    0.000    0.000    0.000    0.000 table.py:462(ConditionalFormat)
        1    0.000    0.000    0.000    0.000 glob.py:134(_listdir)
        1    0.000    0.000    0.000    0.000 axis.py:76(_BaseAxis)
        4    0.000    0.000    0.000    0.000 offsetbox.py:375(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(<module>)
       48    0.000    0.000    0.000    0.000 {method 'deletecommand' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
       27    0.000    0.000    0.000    0.000 re.py:325(_subx)
      121    0.000    0.000    0.000    0.000 pyparsing.py:1628(preParse)
       43    0.000    0.000    0.000    0.000 pathlib.py:146(splitroot)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
       30    0.000    0.000    0.000    0.000 inspect.py:1864(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 mathtext.py:287(MathtextBackendPath)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
        1    0.000    0.000    0.000    0.000 big5prober.py:28(<module>)
        3    0.000    0.000    0.000    0.000 manifest.py:114(extensions)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
       36    0.000    0.000    0.000    0.000 colors.py:287(<genexpr>)
        7    0.000    0.000    0.000    0.000 properties.py:20(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:470(__exit__)
        3    0.000    0.000    0.000    0.000 patches.py:1930(<listcomp>)
        3    0.000    0.000    0.000    0.000 header_footer.py:267(__bool__)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(extract)
        1    0.000    0.000    0.000    0.000 core.py:920(_get_axes_layout)
       47    0.000    0.000    0.000    0.000 six.py:105(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
       45    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 __init__.py:2189(wm_protocol)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
       32    0.000    0.000    0.000    0.000 random.py:343(choice)
        1    0.000    0.000    0.000    0.000 transforms.py:1356(contains_branch)
      266    0.000    0.000    0.000    0.000 pyparsing.py:3270(<genexpr>)
       53    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
      254    0.000    0.000    0.000    0.000 pyparsing.py:3882(<genexpr>)
        1    0.000    0.000    0.000    0.000 geometry.py:579(ShapeStyle)
      401    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 updown_bars.py:3(<module>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3508(__str__)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 win.py:34(_settzkeyname)
      168    0.000    0.000    0.000    0.000 expr.py:183(<genexpr>)
       55    0.000    0.000    0.000    0.000 transforms.py:2090(transform)
        6    0.000    0.000    0.000    0.000 transforms.py:2245(__init__)
        1    0.000    0.000    0.000    0.000 auth.py:3(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xldate.py:6(<module>)
        2    0.000    0.000    0.000    0.000 transforms.py:1719(set)
        4    0.000    0.000    0.000    0.000 random.py:117(__init__)
       50    0.000    0.000    0.000    0.000 transforms.py:266(x0)
        1    0.000    0.000    0.000    0.000 patches.py:2407(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 table.py:100(PivotFilter)
        1    0.000    0.000    0.000    0.000 chartspace.py:136(ChartSpace)
       10    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
       17    0.000    0.000    0.000    0.000 weakref.py:47(__new__)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:122(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 polar.py:359(ThetaAxis)
        8    0.000    0.000    0.000    0.000 defined_name.py:174(__init__)
       20    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        4    0.000    0.000    0.000    0.000 numbers.py:187(__init__)
       11    0.000    0.000    0.000    0.000 pyparsing.py:3851(__init__)
       64    0.000    0.000    0.000    0.000 base.py:102(__eq__)
       35    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2587(__eq__)
       57    0.000    0.000    0.000    0.000 lines.py:541(set_markevery)
      260    0.000    0.000    0.000    0.000 font_manager.py:762(get_size_in_points)
       16    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
        1    0.000    0.000    0.000    0.000 views.py:20(BookView)
        1    0.000    0.000    0.000    0.000 colors.py:372(ColorMapping)
        1    0.000    0.000    0.000    0.000 core.py:397(_convert_to_ndarray)
        2    0.000    0.000    0.000    0.000 managers.py:817(_make_na_block)
        1    0.000    0.000    0.000    0.000 cache.py:518(CacheHierarchy)
        7    0.000    0.000    0.000    0.000 datavalidation.py:169(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:610(_from_subplot_args)
       78    0.000    0.000    0.000    0.000 base.py:4413(_get_join_target)
       57    0.000    0.000    0.000    0.000 lines.py:1033(set_antialiased)
        3    0.000    0.000    0.000    0.000 __init__.py:329(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2821(delete)
      250    0.000    0.000    0.000    0.000 version.py:84(<lambda>)
       88    0.000    0.000    0.000    0.000 inspect.py:1746(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 table.py:385(PivotArea)
      173    0.000    0.000    0.000    0.000 deprecation.py:121(deprecated)
      112    0.000    0.000    0.000    0.000 pyparsing.py:363(__new__)
      194    0.000    0.000    0.000    0.000 typing.py:740(__eq__)
        1    0.000    0.000    0.000    0.000 table.py:30(Cell)
        4    0.000    0.000    0.000    0.000 cast.py:506(_maybe_promote_cached)
      236    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
        2    0.000    0.000    0.000    0.000 _mixins.py:149(<setcomp>)
        7    0.000    0.000    0.000    0.000 patches.py:282(get_patch_transform)
        2    0.000    0.000    0.000    0.000 _base.py:1303(close)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
       49    0.000    0.000    0.000    0.000 {method 'getboolean' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
      656    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
      200    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        1    0.000    0.000    0.000    0.000 views.py:54(SheetView)
        1    0.000    0.000    0.000    0.000 label.py:21(_DataLabelBase)
       10    0.000    0.000    0.000    0.000 _collections_abc.py:381(__subclasshook__)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:964(TextBox)
        1    0.000    0.000    0.000    0.000 descriptors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 hist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:953(_LocIndexer)
        1    0.000    0.000    0.000    0.000 ticker.py:38(Ticker)
        1    0.000    0.000    0.000    0.000 _parser.py:575(__init__)
       10    0.000    0.000    0.000    0.000 version.py:304(__init__)
        1    0.000    0.000    0.000    0.000 cache.py:786(CacheField)
       46    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
       35    0.000    0.000    0.000    0.000 stride_tricks.py:536(<listcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:103(<dictcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:440(close)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
        1    0.000    0.000    0.000    0.000 backend_agg.py:66(RendererAgg)
        1    0.000    0.000    0.000    0.000 dates.py:1830(DateConverter)
       89    0.000    0.000    0.000    0.000 transforms.py:1739(<lambda>)
        3    0.000    0.000    0.000    0.000 random.py:126(seed)
        2    0.000    0.000    0.000    0.000 glob.py:117(_iterdir)
        1    0.000    0.000    0.000    0.000 ops.py:82(Term)
        1    0.000    0.000    0.000    0.000 patches.py:1989(_Base)
        3    0.000    0.000    0.000    0.000 __init__.py:501(PYFUNCTYPE)
       28    0.000    0.000    0.000    0.000 lines.py:949(_get_markerfacecolor)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3599(export)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        5    0.000    0.000    0.000    0.000 replace.py:30(should_use_regex)
        1    0.000    0.000    0.000    0.000 __init__.py:473(get_data_path)
        2    0.000    0.000    0.000    0.000 gridspec.py:448(get_subplot_params)
       25    0.000    0.000    0.000    0.000 typing.py:910(<genexpr>)
        1    0.000    0.000    0.000    0.000 resources.py:150(path)
       20    0.000    0.000    0.000    0.000 fonts.py:27(_no_value)
        7    0.000    0.000    0.000    0.000 transforms.py:2154(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:1866(_topmost_artist)
        1    0.000    0.000    0.000    0.000 _strptime.py:90(<listcomp>)
        3    0.000    0.000    0.000    0.000 _decorators.py:491(indent)
        1    0.000    0.000    0.000    0.000 dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cm.py:238(ScalarMappable)
       57    0.000    0.000    0.000    0.000 lines.py:1173(set_markeredgecolor)
        4    0.000    0.000    0.000    0.000 ticker.py:2020(scale_range)
        1    0.000    0.000    0.000    0.000 enums.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fill.py:111(GradientStop)
       88    0.000    0.000    0.000    0.000 __init__.py:1929(__init__)
        3    0.000    0.000    0.000    0.000 os.py:771(getenv)
        1    0.000    0.000    0.000    0.000 table.py:109(TableColumn)
       37    0.000    0.000    0.000    0.000 rcsetup.py:547(_validate_linestyle)
        1    0.000    0.000    0.000    0.000 cycler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:161(Error)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
       27    0.000    0.000    0.000    0.000 zipfile.py:1692(_writecheck)
       73    0.000    0.000    0.000    0.000 construction.py:869(<listcomp>)
        1    0.000    0.000    0.000    0.000 table.py:315(Reference)
      445    0.000    0.000    0.000    0.000 typing.py:733(<genexpr>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
        3    0.000    0.000    0.000    0.000 manifest.py:120(<setcomp>)
       35    0.000    0.000    0.000    0.000 pathlib.py:705(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 _random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:136(add_constraints)
       88    0.000    0.000    0.000    0.000 six.py:137(__init__)
       10    0.000    0.000    0.000    0.000 rcsetup.py:406(_validate_cmap)
        1    0.000    0.000    0.000    0.000 trirefine.py:47(UniformTriRefiner)
       51    0.000    0.000    0.000    0.000 rcsetup.py:431(validate_fontsize)
        1    0.000    0.000    0.000    0.000 core.py:1134(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1063(is_resource)
      212    0.000    0.000    0.000    0.000 transforms.py:1310(<genexpr>)
       18    0.000    0.000    0.000    0.000 __init__.py:3153(_find_adapter)
        7    0.000    0.000    0.000    0.000 scenario.py:85(__init__)
        1    0.000    0.000    0.000    0.000 chartsheet.py:30(Chartsheet)
      128    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compdoc.py:7(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method nt.unsetenv}
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2539(ptp)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stringprep.py:2(<module>)
        1    0.000    0.000    0.000    0.000 cell_style.py:68(CellStyle)
       46    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       11    0.000    0.000    0.000    0.000 nanops.py:82(__call__)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:120(GzipFile)
        4    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.count_bboxes_overlapping_bbox}
       33    0.000    0.000    0.000    0.000 enum.py:81(__init__)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:1(<module>)
        5    0.000    0.000    0.000    0.000 inference.py:133(is_re)
        2    0.000    0.000    0.000    0.000 __init__.py:529(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:832(after_cancel)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4783(<genexpr>)
        5    0.000    0.000    0.000    0.000 transforms.py:259(frozen)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
      263    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:337(ColorChoice)
        1    0.000    0.000    0.000    0.000 _strptime.py:91(<listcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:506(select_from)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2681(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        3    0.000    0.000    0.000    0.000 _writer.py:225(write_page)
        1    0.000    0.000    0.000    0.000 comment_sheet.py:27(Properties)
        9    0.000    0.000    0.000    0.000 zipfile.py:697(_get_decompressor)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:1(<module>)
        7    0.000    0.000    0.000    0.000 backend_bases.py:1361(_update_enter_leave)
       10    0.000    0.000    0.000    0.000 version.py:309(parse)
       18    0.000    0.000    0.000    0.000 pyparsing.py:663(__iadd__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
       60    0.000    0.000    0.000    0.000 pyparsing.py:4046(<genexpr>)
        1    0.000    0.000    0.000    0.000 art3d.py:332(Patch3D)
        1    0.000    0.000    0.000    0.000 serialisable.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _chart.py:39(ChartBase)
       40    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 defined_name.py:65(DefinedName)
        8    0.000    0.000    0.000    0.000 ticker.py:832(<genexpr>)
       33    0.000    0.000    0.000    0.000 enum.py:415(__getattr__)
      336    0.000    0.000    0.000    0.000 _typing.py:77(<lambda>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4775(__init__)
        2    0.000    0.000    0.000    0.000 axis.py:1543(set_label_text)
        1    0.000    0.000    0.000    0.000 fills.py:68(PatternFill)
        2    0.000    0.000    0.000    0.000 function_base.py:1701(extract)
        1    0.000    0.000    0.000    0.000 _strptime.py:83(<listcomp>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3935(__init__)
       54    0.000    0.000    0.000    0.000 __init__.py:2551(is_version_line)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
       49    0.000    0.000    0.000    0.000 _strptime.py:234(<genexpr>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2045(suppress)
        1    0.000    0.000    0.000    0.000 stata.py:1043(StataReader)
        3    0.000    0.000    0.000    0.000 differential.py:36(__init__)
        8    0.000    0.000    0.000    0.000 views.py:43(__init__)
        4    0.000    0.000    0.000    0.000 named_styles.py:220(__init__)
        1    0.000    0.000    0.000    0.000 fields.py:58(Missing)
        1    0.000    0.000    0.000    0.000 figure.py:186(__init__)
       23    0.000    0.000    0.000    0.000 backend_bases.py:973(set_joinstyle)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3225(__str__)
       73    0.000    0.000    0.000    0.000 inference.py:294(is_named_tuple)
        8    0.000    0.000    0.000    0.000 pyparsing.py:5707(<genexpr>)
      168    0.000    0.000    0.000    0.000 typing.py:918(__eq__)
        3    0.000    0.000    0.000    0.000 linalg.py:107(_makearray)
        1    0.000    0.000    0.000    0.000 transforms.py:963(p1)
        1    0.000    0.000    0.000    0.000 axis.py:2384(_update_offset_text_position)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4781(<lambda>)
        4    0.000    0.000    0.000    0.000 contextlib.py:385(_exit_wrapper)
       21    0.000    0.000    0.000    0.000 transforms.py:365(intervaly)
        4    0.000    0.000    0.000    0.000 named_styles.py:263(names)
        8    0.000    0.000    0.000    0.000 deprecation.py:518(suppress_matplotlib_deprecation_warning)
       21    0.000    0.000    0.000    0.000 pyparsing.py:2707(parseImpl)
        1    0.000    0.000    0.000    0.000 core.py:214(reload_library)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2384(mpl_disconnect)
       12    0.000    0.000    0.000    0.000 transforms.py:2271(get_matrix)
      5/4    0.000    0.000    0.000    0.000 transforms.py:2355(__eq__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2268(_setup_new_guiapp)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
        9    0.000    0.000    0.000    0.000 accessor.py:124(_map_and_wrap)
        1    0.000    0.000    0.000    0.000 animation.py:793(HTMLWriter)
        7    0.000    0.000    0.000    0.000 _decorators.py:165(_deprecate_kwarg)
      150    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3123(view)
       44    0.000    0.000    0.000    0.000 docstring.py:43(update)
        2    0.000    0.000    0.000    0.000 converter.py:92(pandas_converters)
       11    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1467(setResultsName)
        3    0.000    0.000    0.000    0.000 named_styles.py:149(as_name)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1941(leave_notify_event)
        1    0.000    0.000    0.000    0.000 _base.py:1330(_set_title_offset_trans)
      188    0.000    0.000    0.000    0.000 shape_base.py:19(_atleast_1d_dispatcher)
      145    0.000    0.000    0.000    0.000 path.py:199(vertices)
        1    0.000    0.000    0.000    0.000 drawing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:204(DateGroupItem)
        2    0.000    0.000    0.000    0.000 fnmatch.py:80(translate)
        6    0.000    0.000    0.000    0.000 pyparsing.py:5705(<lambda>)
        6    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method nt.access}
       91    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:168(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:253(LogScale)
        1    0.000    0.000    0.000    0.000 structures.py:3(<module>)
       18    0.000    0.000    0.000    0.000 pagebreak.py:46(__init__)
        6    0.000    0.000    0.000    0.000 _mixins.py:49(ravel_compat)
       39    0.000    0.000    0.000    0.000 base.py:2025(has_duplicates)
       18    0.000    0.000    0.000    0.000 offsetbox.py:320(<listcomp>)
        1    0.000    0.000    0.000    0.000 error_bar.py:23(ErrorBars)
        1    0.000    0.000    0.000    0.000 os.py:1100(add_dll_directory)
        1    0.000    0.000    0.000    0.000 scale.py:194(LogTransform)
        1    0.000    0.000    0.000    0.000 external.py:81(ExternalSheetDataSet)
       46    0.000    0.000    0.000    0.000 font_manager.py:1109(get_default_size)
        2    0.000    0.000    0.000    0.000 legend_handler.py:263(__init__)
      140    0.000    0.000    0.000    0.000 arraysetops.py:778(_setdiff1d_dispatcher)
        6    0.000    0.000    0.000    0.000 base_parser.py:873(_validate_usecols_arg)
       62    0.000    0.000    0.000    0.000 __init__.py:24(__new__)
        1    0.000    0.000    0.000    0.000 shapes.py:23(GraphicalProperties)
        1    0.000    0.000    0.000    0.000 custom.py:20(CustomChartsheetView)
        1    0.000    0.000    0.000    0.000 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:437(Quiver)
        1    0.000    0.000    0.000    0.000 subprocess.py:428(CompletedProcess)
       33    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
       17    0.000    0.000    0.000    0.000 markers.py:254(__bool__)
        1    0.000    0.000    0.000    0.000 fields.py:108(Number)
        1    0.000    0.000    0.000    0.000 parse.py:359(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 bubble_chart.py:25(BubbleChart)
      136    0.000    0.000    0.000    0.000 typing.py:564(__hash__)
       14    0.000    0.000    0.000    0.000 dimensions.py:190(__init__)
        1    0.000    0.000    0.000    0.000 cache.py:717(SharedItems)
        1    0.000    0.000    0.000    0.000 art3d.py:676(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 __init__.py:337(_sanity_check)
       21    0.000    0.000    0.000    0.000 dates.py:1042(normalize_arg)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 external_reference.py:3(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:1158(Colorbar)
        1    0.000    0.000    0.000    0.000 properties.py:82(CalcProperties)
        1    0.000    0.000    0.000    0.000 patches.py:1596(Arc)
        1    0.000    0.000    0.000    0.000 polar.py:408(RadialLocator)
        1    0.000    0.000    0.000    0.000 core.py:171(update_user_library)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:386(set_alpha)
       16    0.000    0.000    0.000    0.000 scale.py:621(scale_factory)
        3    0.000    0.000    0.000    0.000 page.py:82(__bool__)
        6    0.000    0.000    0.000    0.000 readers.py:855(_check_file_or_buffer)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2545(__str__)
       36    0.000    0.000    0.000    0.000 getlimits.py:39(<lambda>)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2599(__hash__)
        1    0.000    0.000    0.000    0.000 comment_sheet.py:145(CommentSheet)
        6    0.000    0.000    0.000    0.000 weakref.py:69(__call__)
        1    0.000    0.000    0.000    0.000 geometry.py:496(PresetGeometry2D)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1715(__init__)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:164(iter_user_libraries)
        1    0.000    0.000    0.000    0.000 trendline.py:53(Trendline)
        3    0.000    0.000    0.000    0.000 {function Random.seed at 0x000001E3D1031280}
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 drawing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:1(<module>)
       12    0.000    0.000    0.000    0.000 patches.py:393(set_linewidth)
        1    0.000    0.000    0.000    0.000 art3d.py:408(Patch3DCollection)
        7    0.000    0.000    0.000    0.000 patches.py:413(set_linestyle)
      153    0.000    0.000    0.000    0.000 multiarray.py:736(dot)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1684(Locator)
      148    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       15    0.000    0.000    0.000    0.000 pyparsing.py:4565(_escapeRegexRangeChars)
       44    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 read_only.py:10(ReadOnlyCell)
        1    0.000    0.000    0.000    0.000 {built-in method nt._add_dll_directory}
        4    0.000    0.000    0.000    0.000 _methods.py:274(_ptp)
       11    0.000    0.000    0.000    0.000 readers.py:414(validate_integer)
       11    0.000    0.000    0.000    0.000 base_parser.py:402(_maybe_make_multi_index_columns)
       76    0.000    0.000    0.000    0.000 spines.py:549(__getattr__)
       16    0.000    0.000    0.000    0.000 axis.py:808(reset_ticks)
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
        3    0.000    0.000    0.000    0.000 re.py:315(_compile_repl)
        1    0.000    0.000    0.000    0.000 indexers.py:70(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 transforms.py:1693(__eq__)
        1    0.000    0.000    0.000    0.000 polar.py:225(ThetaLocator)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1069(wrapper)
